1415491847	12:10:47 AM	7:10:48 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491853	12:10:53 AM	7:10:54 PM	"Alright #Buckeyes. You're next let's go!!! #Destiny #Urban						"									
1415491857	12:10:57 AM	7:10:57 PM	RT @JoeyBankston	" We owe them one #Buckeyes						"								
1415491868	12:11:08 AM	7:11:08 PM	RT @LanternTV	" Ohio State will NOT be wearing their chrome alternates for tonight's game. They will be wearing their regular away white uni\u2026						"								
1415491883	12:11:23 AM	7:11:23 PM	RT @B1Gfootball	" #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026						"								
1415491895	12:11:35 AM	7:11:35 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491900	12:11:40 AM	7:11:40 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491903	12:11:43 AM	7:11:44 PM	RT @BrownsMemes	 A Nick Swisher avi is too much of risk for such an important game. \nI went with Donte Whitner instead. #Buckeyes http	"\/\/t.\u2026						"							
1415491912	12:11:52 AM	7:11:52 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491914	12:11:54 AM	7:11:54 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491922	12:12:02 AM	7:12:03 PM	J.T.'s Journey https	\/\/t.co\/KTMo060S6H #Buckeyes -via http	\/\/t.co\/qTkEnJC7dL http	"\/\/t.co\/0WzP3mNtSW						"						
1415491924	12:12:04 AM	7:12:05 PM	RT Core6Athletes	 Less than 2 hours away. Who you got? RT for #OhioState FAV for #MichiganState #B1G #CollegeGam... http	"\/\/t.co\/EIjrtKEG5d						"							
1415491929	12:12:09 AM	7:12:09 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491946	12:12:26 AM	7:12:26 PM	J.T.'s Journey https	\/\/t.co\/KTMo060S6H #Buckeyes -via http	\/\/t.co\/qTkEnJC7dL http	"\/\/t.co\/xVVoV5r5Qs						"						
1415491955	12:12:35 AM	7:12:35 PM	#GoBucks #GoBuckeyes # Columbus #OhioState #OhhioStateHatWeek http	"\/\/t.co\/hEXXTvIplg						"								
1415491968	12:12:48 AM	7:12:48 PM	"Almost #gametime  Does anyone have #OhioState stomping #MichiganState at home??? #OhioStatevsMichiganstate						"									
1415491981	12:13:01 AM	7:13:01 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
1415491993	12:13:13 AM	7:13:13 PM	Go Buckeyes! Beat those Spartans! You can do this tonight! ;) #OhioState #osu #BuckeyesinMaryland\u2026 http	"\/\/t.co\/lgYA8IDRdY						"								
1415492016	12:13:36 AM	7:13:37 PM	RT @B1Gfootball	" #Buckeyes rank 2nd in the NCAA in passing efficiency with a 169.2 rating &amp; are 4th in scoring offense at 45.6 ppg. #OSUvsM\u2026						"								
1415492026	12:13:46 AM	7:13:46 PM	RT @quick_tg6	 #TheDecision \ud83c\udd7e\ud83d\ude4c\u2757\ufe0f\ud83c\udd7e #Buckeyes http	"\/\/t.co\/3mvAmRIo01						"							
